10/11/16,1259.49
10/12/16,1252.00
10/13/16,1247.06
10/14/16,1244.75
10/17/16,1242.40
10/18/16,1241.71
10/19/16,1243.36
10/20/16,1247.47
10/21/16,1254.35
10/24/16,1263.14
10/25/16,1272.37
10/26/16,1282.18
10/27/16,1289.98
10/28/16,1296.13
10/31/16,1300.99
11/1/16,1305.17
11/2/16,1308.27
11/3/16,1310.29
11/4/16,1311.94
11/7/16,1312.76
11/8/16,1312.48
11/9/16,1286.61
11/10/16,1284.17
11/11/16,1280.82
11/14/16,1275.25
11/15/16,1267.07
11/16/16,1260.77
11/17/16,1256.13
11/18/16,1252.81
11/21/16,1249.42
11/22/16,1246.42
11/23/16,1243.93
11/24/16,1240.53
11/25/16,1237.08
11/28/16,1234.05
11/29/16,1231.60
11/30/16,1229.55
12/1/16,1227.88
12/2/16,1226.11
12/5/16,1224.89
12/6/16,1224.23
12/7/16,1223.76
12/8/16,1170.20
12/9/16,1168.60
12/12/16,1166.66
12/13/16,1163.83
12/14/16,1160.62
12/15/16,1158.13
12/16/16,1154.88
12/19/16,1151.78
12/20/16,1148.21
12/21/16,1144.40
12/22/16,1140.88
12/28/16,1136.94
12/29/16,1133.38
1/3/17,1130.51
1/4/17,1128.26
1/5/17,1126.94
1/6/17,1126.42
1/9/17,1126.40
1/10/17,1127.39
1/11/17,1128.89
1/12/17,1130.97
1/13/17,1185.21
1/16/17,1186.41
1/17/17,1184.46
1/18/17,1183.07
1/19/17,1183.87
1/20/17,1184.07
1/23/17,1178.68
1/24/17,1171.59
1/25/17,1168.06
1/26/17,1168.67
1/27/17,1166.23
1/30/17,1161.92
1/31/17,1156.57
2/1/17,1153.78
2/2/17,1158.30
2/3/17,1164.44
2/6/17,1175.23
2/7/17,1185.82
2/8/17,1197.69
2/9/17,1209.42
2/10/17,1223.19
2/13/17,1244.25
2/14/17,1247.81
2/15/17,1249.29
2/16/17,1250.41
2/17/17,1250.70
2/20/17,1252.13
2/21/17,1254.43
2/22/17,1256.42
2/23/17,1257.49
2/24/17,1258.34
2/27/17,1260.22
2/28/17,1263.22
3/1/17,1266.91
3/2/17,1270.34
3/3/17,1271.27
3/6/17,1270.17
3/7/17,1266.58
3/8/17,1262.68
3/9/17,1257.27
3/10/17,1250.69
3/13/17,1243.90
3/14/17,1202.29
3/15/17,1205.88
3/16/17,1208.56
3/17/17,1206.71
3/20/17,1226.63
3/21/17,1229.18
3/22/17,1231.79
3/23/17,1237.69
3/24/17,1243.48
3/27/17,1243.83
3/28/17,1243.93
3/29/17,1250.66
3/30/17,1250.85
3/31/17,1245.87
4/3/17,1242.96
4/4/17,1238.97
4/5/17,1240.63
4/6/17,1249.41
4/7/17,1240.57
4/10/17,1245.84
4/11/17,1257.32
4/12/17,1251.35
4/13/17,1254.60
4/18/17,1271.50
4/19/17,1281.61
4/20/17,1280.40
4/21/17,1281.36
4/24/17,1284.04
4/25/17,1282.20
4/26/17,1269.11
4/27/17,1262.50
4/28/17,1249.45
5/2/17,1244.80
5/3/17,1250.67
5/4/17,1251.46
5/5/17,1254.75
5/8/17,1240.79
5/9/17,1239.13
5/10/17,1234.23
5/11/17,1221.99
5/12/17,1220.60
5/15/17,1221.68
5/16/17,1232.95
5/17/17,1234.58
5/18/17,1237.89
5/19/17,1256.24
5/22/17,1258.65
5/23/17,1263.15
5/24/17,1268.12
5/25/17,1265.94
5/26/17,1256.92
5/30/17,1255.93
5/31/17,1260.19
6/1/17,1259.55
6/2/17,1263.27
6/5/17,1263.39
6/6/17,1272.63
6/7/17,1278.43
6/8/17,1291.31
6/9/17,1289.76
6/12/17,1274.22
6/13/17,1268.05
6/14/17,1266.50
6/15/17,1263.79
6/16/17,1276.46
6/19/17,1238.83
6/20/17,1250.43
6/21/17,1227.66
6/22/17,1236.10
6/23/17,1232.08
6/26/17,1243.33
6/27/17,1249.29
6/28/17,1248.54
6/29/17,1258.67
6/30/17,1256.82
7/3/17,1257.54
7/4/17,1255.38
7/5/17,1243.39
7/6/17,1237.65
7/7/17,1229.19
7/10/17,1231.89
7/11/17,1221.56
7/12/17,1222.89
7/13/17,1220.29
7/14/17,1222.60
7/17/17,1229.50
7/18/17,1238.02
7/19/17,1242.22
7/20/17,1245.88
7/21/17,1247.42
7/24/17,1246.14
7/25/17,1248.94
7/26/17,1253.16
7/27/17,1253.82
7/28/17,1250.06
7/31/17,1255.07
8/1/17,1258.00
8/2/17,1260.75
8/3/17,1265.12
8/4/17,1267.15
8/7/17,1269.91
8/8/17,1265.15
8/9/17,1268.29
8/10/17,1268.65
8/11/17,1273.71
8/14/17,1286.59
8/15/17,1285.78
8/16/17,1281.28
8/17/17,1270.25
8/18/17,1273.84
8/21/17,1284.51
8/22/17,1293.82
8/23/17,1291.22
8/24/17,1284.02
8/25/17,1286.01
8/29/17,1283.97
8/30/17,1273.41
8/31/17,1291.25
9/1/17,1283.49
9/4/17,1285.83
9/5/17,1290.67
9/6/17,1298.27
9/7/17,1298.96
9/8/17,1297.96
9/11/17,1298.03
9/12/17,1296.96
9/13/17,1328.22
9/14/17,1318.33
9/15/17,1317.62
9/18/17,1314.50
9/19/17,1313.38
9/20/17,1305.81
9/21/17,1304.11
9/22/17,1305.92
9/25/17,1293.10
9/26/17,1294.46
9/27/17,1293.52
9/28/17,1299.09
9/29/17,1287.71
10/2/17,1288.18
10/3/17,1287.16
10/4/17,1279.41
10/5/17,1276.72
10/6/17,1277.82
10/9/17,1277.33
10/10/17,1265.60
10/11/17,1281.76
10/12/17,1290.40
10/13/17,1295.53
10/16/17,1299.73
10/17/17,1308.43
10/18/17,1314.20
10/19/17,1300.00
10/20/17,1292.08
10/23/17,1293.83
10/24/17,1286.55
10/25/17,1280.02
10/26/17,1281.09
10/27/17,1281.03
