10/10/16,615.65
10/11/16,616.67
10/12/16,617.38
10/13/16,619.02
10/14/16,621.64
10/15/16,624.50
10/16/16,627.45
10/17/16,630.50
10/18/16,633.29
10/19/16,635.41
10/20/16,636.52
10/21/16,636.52
10/22/16,635.95
10/23/16,636.04
10/24/16,637.28
10/25/16,638.76
10/26/16,640.36
10/27/16,642.01
10/28/16,644.38
10/29/16,648.46
10/30/16,653.34
10/31/16,658.72
11/1/16,664.54
11/2/16,669.98
11/3/16,675.91
11/4/16,681.24
11/5/16,683.62
11/6/16,684.88
11/7/16,686.16
11/8/16,704.45
11/9/16,707.53
11/10/16,711.40
11/11/16,714.92
11/12/16,717.76
11/13/16,719.74
11/14/16,721.62
11/15/16,723.61
11/16/16,725.65
11/17/16,727.56
11/18/16,730.98
11/19/16,734.74
11/20/16,738.33
11/21/16,740.51
11/22/16,743.41
11/23/16,745.97
11/24/16,748.66
11/25/16,750.94
11/26/16,753.05
11/27/16,754.96
11/28/16,756.51
11/29/16,757.99
11/30/16,759.60
12/1/16,761.53
12/2/16,763.23
12/3/16,766.50
12/4/16,768.93
12/5/16,771.34
12/6/16,773.34
12/7/16,753.82
12/8/16,754.24
12/9/16,755.54
12/10/16,758.50
12/11/16,758.01
12/12/16,756.07
12/13/16,756.41
12/14/16,754.66
12/15/16,753.84
12/16/16,753.58
12/17/16,759.31
12/18/16,766.36
12/19/16,776.58
12/20/16,779.09
12/21/16,781.08
12/22/16,784.73
12/23/16,795.99
12/24/16,801.17
12/25/16,816.85
12/26/16,810.42
12/27/16,806.88
12/28/16,806.74
12/29/16,814.04
12/30/16,812.85
12/31/16,818.99
1/1/17,811.27
1/2/17,811.51
1/3/17,831.16
1/4/17,843.82
1/5/17,1089.38
1/6/17,1160.79
1/7/17,1191.93
1/8/17,1207.49
1/9/17,1193.93
1/10/17,1182.36
1/11/17,1175.05
1/12/17,1168.00
1/13/17,1137.19
1/14/17,1107.64
1/15/17,1093.98
1/16/17,1086.58
1/17/17,1078.27
1/18/17,1069.25
1/19/17,1074.73
1/20/17,1079.07
1/21/17,1073.27
1/22/17,1065.19
1/23/17,1049.72
1/24/17,1035.83
1/25/17,1022.51
1/26/17,1010.70
1/27/17,994.39
1/28/17,985.36
1/29/17,979.30
1/30/17,976.85
1/31/17,975.87
2/1/17,976.11
2/2/17,990.28
2/3/17,989.60
2/4/17,1002.47
2/5/17,999.73
2/6/17,988.90
2/7/17,964.72
2/8/17,949.49
2/9/17,950.38
2/10/17,966.59
2/11/17,976.61
2/12/17,983.52
2/13/17,989.29
2/14/17,991.35
2/15/17,987.06
2/16/17,964.61
2/17/17,943.98
2/18/17,938.07
2/19/17,941.07
2/20/17,949.21
2/21/17,955.10
2/22/17,962.04
2/23/17,976.47
2/24/17,989.43
2/25/17,1002.26
2/26/17,1018.89
2/27/17,1032.20
2/28/17,1048.60
3/1/17,1073.83
3/2/17,1096.21
3/3/17,1117.97
3/4/17,1263.98
3/5/17,1303.80
3/6/17,1332.39
3/7/17,1341.87
3/8/17,1343.56
3/9/17,1349.21
3/10/17,1324.49
3/11/17,1308.08
3/12/17,1300.00
3/13/17,1286.66
3/14/17,1291.08
3/15/17,1294.25
3/16/17,1299.59
3/17/17,1303.35
3/18/17,1297.51
3/19/17,1235.92
3/20/17,1150.18
3/21/17,1100.54
3/22/17,1080.35
3/23/17,1073.99
3/24/17,1081.19
3/25/17,1075.28
3/26/17,1044.46
3/27/17,1016.81
3/28/17,1003.99
3/29/17,1015.89
3/30/17,1037.68
3/31/17,1061.29
4/1/17,1078.11
4/2/17,1069.38
4/3/17,1104.86
4/4/17,1122.51
4/5/17,1124.78
4/6/17,1144.02
4/7/17,1149.95
4/8/17,1156.39
4/9/17,1179.31
4/10/17,1204.19
4/11/17,1234.57
4/12/17,1260.93
4/13/17,1272.26
4/14/17,1271.30
4/15/17,1267.29
4/16/17,1270.99
4/17/17,1272.51
4/18/17,1275.60
4/19/17,1273.53
4/20/17,1251.96
4/21/17,1245.81
